Database	Sample	Frac_unclassified	Count_unclassified
HUMAN_REPS-3113	ERR1614722_1_kneaddata_paired.out	 72.71	638574
HUMAN_REPS-3113	ERR1614724_1_kneaddata_paired.out	 73.42	1940179
HUMAN_REPS-3113	ERR1614725_1_kneaddata_paired.out	 73.62	1899543
HUMAN_REPS-3113	ERR1614727_1_kneaddata_paired.out	 72.70	1813866
HUMAN_REPS-3113	ERR1614728_1_kneaddata_paired.out	 72.69	1690136
HUMAN_REPS-3113	ERR1614730_1_kneaddata_paired.out	 72.59	1749183
HUMAN_REPS-3113	ERR1614731_1_kneaddata_paired.out	 71.50	1124687
HUMAN_REPS-3113	ERR1725799_1_kneaddata_paired.out	 70.95	3095022
HUMAN_REPS-3113	ERR1725800_1_kneaddata_paired.out	 70.54	2798269
HUMAN_REPS-3113	ERR1725801_1_kneaddata_paired.out	 73.14	5153399
HUMAN_REPS-3113	ERR1725802_1_kneaddata_paired.out	 74.14	3899194
HUMAN_REPS-3113	ERR1725803_1_kneaddata_paired.out	 68.43	7292642
HUMAN_REPS-3113	ERR1725804_1_kneaddata_paired.out	 55.24	5242960
HUMAN_REPS-3113	ERR1725805_1_kneaddata_paired.out	 61.93	8502320
HUMAN_REPS-3113	ERR1725806_1_kneaddata_paired.out	 57.76	3600146
HUMAN_REPS-3113	ERR1725807_1_kneaddata_paired.out	 62.90	7992075
HUMAN_REPS-3113	ERR1725808_1_kneaddata_paired.out	 64.15	2370182
HUMAN_REPS-3113	ERR1725809_1_kneaddata_paired.out	 76.10	143439
HUMAN_REPS-3113	ERR1725810_1_kneaddata_paired.out	 68.35	911506
HUMAN_REPS-3113	ERR1725811_1_kneaddata_paired.out	 76.58	978023
HUMAN_REPS-3113	ERR1725812_1_kneaddata_paired.out	 67.38	499686
HUMAN_REPS-3113	ERR1725813_1_kneaddata_paired.out	 68.31	1276754
HUMAN_REPS-3113	ERR1725814_1_kneaddata_paired.out	 69.98	1888902
HUMAN_REPS-3113	ERR1725815_1_kneaddata_paired.out	 69.81	1749331
HUMAN_REPS-3113	ERR1725816_1_kneaddata_paired.out	 72.15	2830208
HUMAN_REPS-3113	ERR1725817_1_kneaddata_paired.out	 69.22	2732215
HUMAN_REPS-3113	ERR1725818_1_kneaddata_paired.out	 75.54	6568166
HUMAN_REPS-3113	ERR1725819_1_kneaddata_paired.out	 56.49	1237069
HUMAN_REPS-3113	ERR1725820_1_kneaddata_paired.out	 63.88	1577946
HUMAN_REPS-3113	ERR1725821_1_kneaddata_paired.out	 55.61	1270319
HUMAN_REPS-3113	ERR1725822_1_kneaddata_paired.out	 60.35	2426578
HUMAN_REPS-3113	ERR1725823_1_kneaddata_paired.out	 63.32	1729755
HUMAN_REPS-3113	ERR1725824_1_kneaddata_paired.out	 65.48	205164
HUMAN_REPS-3113	ERR1725825_1_kneaddata_paired.out	 75.86	296745
HUMAN_REPS-3113	ERR1725826_1_kneaddata_paired.out	 75.09	341913
HUMAN_REPS-3113	ERR1725827_1_kneaddata_paired.out	 74.17	48029
HUMAN_REPS-3113	ERR1725828_1_kneaddata_paired.out	 74.56	613493
HUMAN_REPS-3113	ERR1725829_1_kneaddata_paired.out	 74.82	3954792
HUMAN_REPS-3113	ERR1725830_1_kneaddata_paired.out	 71.39	3482762
HUMAN_REPS-3113	ERR1725831_1_kneaddata_paired.out	 70.72	3205367
HUMAN_REPS-3113	ERR1725832_1_kneaddata_paired.out	 72.78	4294615
HUMAN_REPS-3113	ERR1725833_1_kneaddata_paired.out	 67.78	5171289
HUMAN_REPS-3113	ERR1725834_1_kneaddata_paired.out	 60.89	4258526
HUMAN_REPS-3113	ERR1725835_1_kneaddata_paired.out	 62.07	1287998
HUMAN_REPS-3113	ERR1725836_1_kneaddata_paired.out	 66.08	5698970
HUMAN_REPS-3113	ERR1725837_1_kneaddata_paired.out	 66.43	7460625
HUMAN_REPS-3113	ERR1725838_1_kneaddata_paired.out	 63.09	5121816
HUMAN_REPS-3113	ERR1725839_1_kneaddata_paired.out	 65.78	60265
HUMAN_REPS-3113	ERR1725840_1_kneaddata_paired.out	 63.42	157469
HUMAN_REPS-3113	ERR1725841_1_kneaddata_paired.out	 63.85	467872
HUMAN_REPS-3113	ERR1725842_1_kneaddata_paired.out	 73.39	1397945
HUMAN_REPS-3113	ERR1725843_1_kneaddata_paired.out	 72.96	301281
HUMAN_REPS-3113	ERR1762083_1_kneaddata_paired.out	 61.85	5196541
HUMAN_REPS-3113	ERR1762084_1_kneaddata_paired.out	 61.76	5172596
HUMAN_REPS-3113	ERR1762085_1_kneaddata_paired.out	 61.81	5195566
HUMAN_REPS-3113	ERR1762086_1_kneaddata_paired.out	 61.84	5190882
HUMAN_REPS-3113	ERR1762091_1_kneaddata_paired.out	 49.60	4970815
HUMAN_REPS-3113	ERR1762092_1_kneaddata_paired.out	 49.55	4945873
HUMAN_REPS-3113	ERR1762093_1_kneaddata_paired.out	 49.61	4953410
HUMAN_REPS-3113	ERR1762094_1_kneaddata_paired.out	 49.60	4947554
HUMAN_REPS-3113	ERR1762095_1_kneaddata_paired.out	 42.46	4936017
HUMAN_REPS-3113	ERR1762096_1_kneaddata_paired.out	 42.44	4914949
HUMAN_REPS-3113	ERR1762097_1_kneaddata_paired.out	 42.48	4922617
HUMAN_REPS-3113	ERR1762098_1_kneaddata_paired.out	 42.46	4920811
HUMAN_REPS-3113	ERR1762099_1_kneaddata_paired.out	 58.71	4774076
HUMAN_REPS-3113	ERR1762100_1_kneaddata_paired.out	 58.67	4749853
HUMAN_REPS-3113	ERR1762101_1_kneaddata_paired.out	 58.73	4750993
HUMAN_REPS-3113	ERR1762102_1_kneaddata_paired.out	 58.72	4745826
HUMAN_REPS-3113	ERR1762103_1_kneaddata_paired.out	 52.47	5728608
HUMAN_REPS-3113	ERR1762104_1_kneaddata_paired.out	 52.43	5696601
HUMAN_REPS-3113	ERR1762105_1_kneaddata_paired.out	 52.46	5715649
HUMAN_REPS-3113	ERR1762106_1_kneaddata_paired.out	 52.47	5710746
HUMAN_REPS-3113	ERR1762107_1_kneaddata_paired.out	 62.06	4932208
HUMAN_REPS-3113	ERR1762108_1_kneaddata_paired.out	 62.01	4906821
HUMAN_REPS-3113	ERR1762109_1_kneaddata_paired.out	 62.05	4916376
HUMAN_REPS-3113	ERR1762110_1_kneaddata_paired.out	 62.03	4916916
HUMAN_REPS-3113	ERR1762111_1_kneaddata_paired.out	 57.32	5657742
HUMAN_REPS-3113	ERR1762112_1_kneaddata_paired.out	 57.28	5633277
HUMAN_REPS-3113	ERR1762113_1_kneaddata_paired.out	 57.37	5657928
HUMAN_REPS-3113	ERR1762114_1_kneaddata_paired.out	 57.35	5647623
HUMAN_REPS-3113	ERR1762115_1_kneaddata_paired.out	 68.92	7731377
HUMAN_REPS-3113	ERR1762116_1_kneaddata_paired.out	 68.87	7687823
HUMAN_REPS-3113	ERR1762117_1_kneaddata_paired.out	 68.90	7709682
HUMAN_REPS-3113	ERR1762118_1_kneaddata_paired.out	 68.89	7703506
HUMAN_REPS-3113	ERR1762119_1_kneaddata_paired.out	 60.74	8762708
HUMAN_REPS-3113	ERR1762120_1_kneaddata_paired.out	 60.71	8729749
HUMAN_REPS-3113	ERR1762121_1_kneaddata_paired.out	 60.75	8757933
HUMAN_REPS-3113	ERR1762122_1_kneaddata_paired.out	 60.75	8747334
HUMAN_REPS-3113	ERR1806394_1_kneaddata_paired.out	 56.84	3041050
HUMAN_REPS-3113	ERR1806395_1_kneaddata_paired.out	 52.15	4948413
HUMAN_REPS-3113	ERR192252_1_kneaddata_paired.out	 67.60	3362235
HUMAN_REPS-3113	ERR192254_1_kneaddata_paired.out	 55.13	3017783
HUMAN_REPS-3113	ERR192256_1_kneaddata_paired.out	 61.99	3473558
HUMAN_REPS-3113	ERR192258_1_kneaddata_paired.out	 63.92	3526057
HUMAN_REPS-3113	ERR2011065_1_kneaddata_paired.out	 71.21	9983536
HUMAN_REPS-3113	ERR2011066_1_kneaddata_paired.out	 73.09	8333669
HUMAN_REPS-3113	ERR2011067_1_kneaddata_paired.out	 73.58	9458212
HUMAN_REPS-3113	ERR2011068_1_kneaddata_paired.out	 73.27	7494579
HUMAN_REPS-3113	ERR2011069_1_kneaddata_paired.out	 73.41	9321638
HUMAN_REPS-3113	ERR2011070_1_kneaddata_paired.out	 69.51	4707145
HUMAN_REPS-3113	ERR2011071_1_kneaddata_paired.out	 63.71	6363427
HUMAN_REPS-3113	ERR2011072_1_kneaddata_paired.out	 67.63	6475378
HUMAN_REPS-3113	ERR2011073_1_kneaddata_paired.out	 68.75	7202052
HUMAN_REPS-3113	ERR2011074_1_kneaddata_paired.out	 67.37	6977854
HUMAN_REPS-3113	ERR2011075_1_kneaddata_paired.out	 64.30	7476186
HUMAN_REPS-3113	ERR2011076_1_kneaddata_paired.out	 71.30	5687799
HUMAN_REPS-3113	ERR2059929_1_kneaddata_paired.out	 61.00	16501444
HUMAN_REPS-3113	ERR2059930_1_kneaddata_paired.out	 62.83	16997951
HUMAN_REPS-3113	ERR2059931_1_kneaddata_paired.out	 61.73	18024052
HUMAN_REPS-3113	ERR2059932_1_kneaddata_paired.out	 68.71	16537489
HUMAN_REPS-3113	ERR2059933_1_kneaddata_paired.out	 66.44	21595268
HUMAN_REPS-3113	ERR2059934_1_kneaddata_paired.out	 64.20	16396435
HUMAN_REPS-3113	ERR2059935_1_kneaddata_paired.out	 52.40	13853768
HUMAN_REPS-3113	ERR2059936_1_kneaddata_paired.out	 65.70	19496438
HUMAN_REPS-3113	ERR2059937_1_kneaddata_paired.out	 62.10	19039008
HUMAN_REPS-3113	ERR2059938_1_kneaddata_paired.out	 68.26	17167625
HUMAN_REPS-3113	ERR2059939_1_kneaddata_paired.out	 60.09	21713788
HUMAN_REPS-3113	ERR2059940_1_kneaddata_paired.out	 65.47	15870957
HUMAN_REPS-3113	ERR2059941_1_kneaddata_paired.out	 62.30	16201753
HUMAN_REPS-3113	ERR2059942_1_kneaddata_paired.out	 62.82	17087779
HUMAN_REPS-3113	ERR2059943_1_kneaddata_paired.out	 62.26	15903536
HUMAN_REPS-3113	ERR2059944_1_kneaddata_paired.out	 55.10	14063273
HUMAN_REPS-3113	ERR2059945_1_kneaddata_paired.out	 64.09	21306780
HUMAN_REPS-3113	ERR2059946_1_kneaddata_paired.out	 64.59	20687191
HUMAN_REPS-3113	ERR2059947_1_kneaddata_paired.out	 65.98	21680122
HUMAN_REPS-3113	ERR2059948_1_kneaddata_paired.out	 67.60	19480501
HUMAN_REPS-3113	ERR2059949_1_kneaddata_paired.out	 63.94	16050733
HUMAN_REPS-3113	ERR2059950_1_kneaddata_paired.out	 67.12	17035815
HUMAN_REPS-3113	ERR2059951_1_kneaddata_paired.out	 55.65	13752977
HUMAN_REPS-3113	ERR2059952_1_kneaddata_paired.out	 53.26	13163542
HUMAN_REPS-3113	ERR2136550_1_kneaddata_paired.out	 68.28	12106220
HUMAN_REPS-3113	ERR2136551_1_kneaddata_paired.out	 61.15	14547621
HUMAN_REPS-3113	ERR2136552_1_kneaddata_paired.out	 64.04	15123698
HUMAN_REPS-3113	ERR2136553_1_kneaddata_paired.out	 67.22	14685322
HUMAN_REPS-3113	ERR2136554_1_kneaddata_paired.out	 61.14	9584497
HUMAN_REPS-3113	ERR2136555_1_kneaddata_paired.out	 71.65	18382791
HUMAN_REPS-3113	ERR2136556_1_kneaddata_paired.out	 74.76	8885172
HUMAN_REPS-3113	ERR2136557_1_kneaddata_paired.out	 69.78	7898581
HUMAN_REPS-3113	ERR2136558_1_kneaddata_paired.out	 71.47	10046007
HUMAN_REPS-3113	ERR2136559_1_kneaddata_paired.out	 72.92	4422976
HUMAN_REPS-3113	ERR2136560_1_kneaddata_paired.out	 74.86	11308801
HUMAN_REPS-3113	ERR2136561_1_kneaddata_paired.out	 79.29	6459266
HUMAN_REPS-3113	ERR2136562_1_kneaddata_paired.out	 75.82	15309278
HUMAN_REPS-3113	ERR2136563_1_kneaddata_paired.out	 76.14	20254196
HUMAN_REPS-3113	ERR2136564_1_kneaddata_paired.out	 57.62	14223057
HUMAN_REPS-3113	ERR2136565_1_kneaddata_paired.out	 66.01	12925784
HUMAN_REPS-3113	ERR2136566_1_kneaddata_paired.out	 26.00	2230380
HUMAN_REPS-3113	ERR2136567_1_kneaddata_paired.out	 67.20	14873428
HUMAN_REPS-3113	ERR2136586_1_kneaddata_paired.out	 75.23	1241804
HUMAN_REPS-3113	ERR2136587_1_kneaddata_paired.out	 81.24	235841
HUMAN_REPS-3113	ERR2497911_1_kneaddata_paired.out	 64.72	10494711
HUMAN_REPS-3113	ERR2497912_1_kneaddata_paired.out	 61.44	9583253
HUMAN_REPS-3113	ERR2497913_1_kneaddata_paired.out	 66.26	7247821
HUMAN_REPS-3113	ERR2497914_1_kneaddata_paired.out	 56.92	6271548
HUMAN_REPS-3113	ERR2497915_1_kneaddata_paired.out	 67.49	10102355
HUMAN_REPS-3113	ERR2497916_1_kneaddata_paired.out	 54.83	6425299
HUMAN_REPS-3113	ERR2560588_1_kneaddata_paired.out	 37.15	2225428
HUMAN_REPS-3113	ERR2560589_1_kneaddata_paired.out	 37.38	2462100
HUMAN_REPS-3113	ERR2560590_1_kneaddata_paired.out	 37.20	2417567
HUMAN_REPS-3113	ERR2560591_1_kneaddata_paired.out	 21.31	1141082
HUMAN_REPS-3113	ERR2560592_1_kneaddata_paired.out	 21.50	1263903
HUMAN_REPS-3113	ERR2560593_1_kneaddata_paired.out	 21.40	1236013
HUMAN_REPS-3113	ERR2560594_1_kneaddata_paired.out	 22.59	1326384
HUMAN_REPS-3113	ERR2560595_1_kneaddata_paired.out	 22.75	1466999
HUMAN_REPS-3113	ERR2560596_1_kneaddata_paired.out	 22.68	1417151
HUMAN_REPS-3113	ERR2560597_1_kneaddata_paired.out	 20.30	1157188
HUMAN_REPS-3113	ERR2560598_1_kneaddata_paired.out	 20.40	1285511
HUMAN_REPS-3113	ERR2560599_1_kneaddata_paired.out	 20.32	1262999
HUMAN_REPS-3113	ERR2560630_1_kneaddata_paired.out	 43.79	2455084
HUMAN_REPS-3113	ERR2560631_1_kneaddata_paired.out	 44.03	2737809
HUMAN_REPS-3113	ERR2560632_1_kneaddata_paired.out	 43.91	2674475
HUMAN_REPS-3113	ERR2560633_1_kneaddata_paired.out	  6.71	405250
HUMAN_REPS-3113	ERR2560634_1_kneaddata_paired.out	  6.79	445410
HUMAN_REPS-3113	ERR2560635_1_kneaddata_paired.out	  6.77	434350
HUMAN_REPS-3113	ERR2560636_1_kneaddata_paired.out	 43.23	3093468
HUMAN_REPS-3113	ERR2560637_1_kneaddata_paired.out	 43.56	3487281
HUMAN_REPS-3113	ERR2560638_1_kneaddata_paired.out	 43.37	3418292
HUMAN_REPS-3113	ERR2560639_1_kneaddata_paired.out	 19.01	1223258
HUMAN_REPS-3113	ERR2560640_1_kneaddata_paired.out	 19.11	1369185
HUMAN_REPS-3113	ERR2560641_1_kneaddata_paired.out	 19.07	1339791
HUMAN_REPS-3113	ERR2560642_1_kneaddata_paired.out	 48.73	2725880
HUMAN_REPS-3113	ERR2560643_1_kneaddata_paired.out	 49.03	3092901
HUMAN_REPS-3113	ERR2560644_1_kneaddata_paired.out	 48.77	3045335
HUMAN_REPS-3113	ERR2560645_1_kneaddata_paired.out	 20.22	1168334
HUMAN_REPS-3113	ERR2560646_1_kneaddata_paired.out	 20.33	1300276
HUMAN_REPS-3113	ERR2560647_1_kneaddata_paired.out	 20.40	1282251
HUMAN_REPS-3113	ERR2560648_1_kneaddata_paired.out	 43.41	2614022
HUMAN_REPS-3113	ERR2560649_1_kneaddata_paired.out	 43.65	2914550
HUMAN_REPS-3113	ERR2560650_1_kneaddata_paired.out	 43.49	2828258
HUMAN_REPS-3113	ERR2560651_1_kneaddata_paired.out	 26.24	1463718
HUMAN_REPS-3113	ERR2560652_1_kneaddata_paired.out	 26.44	1630383
HUMAN_REPS-3113	ERR2560653_1_kneaddata_paired.out	 26.41	1615191
HUMAN_REPS-3113	ERR2560654_1_kneaddata_paired.out	 42.61	2608180
HUMAN_REPS-3113	ERR2560655_1_kneaddata_paired.out	 42.92	2891020
HUMAN_REPS-3113	ERR2560656_1_kneaddata_paired.out	 42.69	2811465
HUMAN_REPS-3113	ERR2560657_1_kneaddata_paired.out	 31.99	1786767
HUMAN_REPS-3113	ERR2560658_1_kneaddata_paired.out	 32.02	1967600
HUMAN_REPS-3113	ERR2560659_1_kneaddata_paired.out	 32.00	1916297
HUMAN_REPS-3113	ERR2560660_1_kneaddata_paired.out	 28.20	1684465
HUMAN_REPS-3113	ERR2560661_1_kneaddata_paired.out	 28.38	1874991
HUMAN_REPS-3113	ERR2560662_1_kneaddata_paired.out	 28.37	1853158
HUMAN_REPS-3113	ERR2560663_1_kneaddata_paired.out	 34.28	1948757
HUMAN_REPS-3113	ERR2560664_1_kneaddata_paired.out	 34.39	2166676
HUMAN_REPS-3113	ERR2560665_1_kneaddata_paired.out	 34.28	2130224
HUMAN_REPS-3113	ERR2560666_1_kneaddata_paired.out	 30.92	1769415
HUMAN_REPS-3113	ERR2560667_1_kneaddata_paired.out	 31.22	1959745
HUMAN_REPS-3113	ERR2560668_1_kneaddata_paired.out	 31.15	1942728
HUMAN_REPS-3113	ERR2560669_1_kneaddata_paired.out	 20.23	1095335
HUMAN_REPS-3113	ERR2560670_1_kneaddata_paired.out	 20.34	1223138
HUMAN_REPS-3113	ERR2560671_1_kneaddata_paired.out	 20.31	1212030
HUMAN_REPS-3113	ERR2560672_1_kneaddata_paired.out	 53.03	3607298
HUMAN_REPS-3113	ERR2560673_1_kneaddata_paired.out	 53.29	3988062
HUMAN_REPS-3113	ERR2560674_1_kneaddata_paired.out	 52.82	3899081
HUMAN_REPS-3113	ERR2560675_1_kneaddata_paired.out	 42.48	2425210
HUMAN_REPS-3113	ERR2560676_1_kneaddata_paired.out	 42.75	2680916
HUMAN_REPS-3113	ERR2560677_1_kneaddata_paired.out	 42.44	2602263
HUMAN_REPS-3113	ERR2560678_1_kneaddata_paired.out	 10.62	683933
HUMAN_REPS-3113	ERR2560679_1_kneaddata_paired.out	 10.78	756337
HUMAN_REPS-3113	ERR2560680_1_kneaddata_paired.out	 10.80	737577
HUMAN_REPS-3113	ERR2560681_1_kneaddata_paired.out	 10.01	482820
HUMAN_REPS-3113	ERR2560682_1_kneaddata_paired.out	 10.14	547219
HUMAN_REPS-3113	ERR2560683_1_kneaddata_paired.out	 10.14	545537
HUMAN_REPS-3113	ERR2560684_1_kneaddata_paired.out	 34.76	2262906
HUMAN_REPS-3113	ERR2560685_1_kneaddata_paired.out	 34.93	2493830
HUMAN_REPS-3113	ERR2560686_1_kneaddata_paired.out	 34.79	2427582
HUMAN_REPS-3113	ERR2560687_1_kneaddata_paired.out	 24.02	1392541
HUMAN_REPS-3113	ERR2560688_1_kneaddata_paired.out	 24.16	1529655
HUMAN_REPS-3113	ERR2560689_1_kneaddata_paired.out	 24.11	1485957
HUMAN_REPS-3113	ERR3199521_1_kneaddata_paired.out	 48.91	15063501
HUMAN_REPS-3113	ERR3199522_1_kneaddata_paired.out	 46.49	16335083
HUMAN_REPS-3113	ERR3199523_1_kneaddata_paired.out	 44.17	13905758
HUMAN_REPS-3113	ERR3199524_1_kneaddata_paired.out	 20.68	1059921
HUMAN_REPS-3113	ERR3199525_1_kneaddata_paired.out	 53.45	17146795
HUMAN_REPS-3113	ERR3199526_1_kneaddata_paired.out	 53.39	17673611
HUMAN_REPS-3113	ERR3199527_1_kneaddata_paired.out	 51.93	16065179
HUMAN_REPS-3113	ERR3199528_1_kneaddata_paired.out	 41.49	12740648
HUMAN_REPS-3113	ERR3199529_1_kneaddata_paired.out	 42.62	12487655
HUMAN_REPS-3113	ERR3199530_1_kneaddata_paired.out	 55.14	18067632
HUMAN_REPS-3113	ERR3199531_1_kneaddata_paired.out	 49.07	15211447
HUMAN_REPS-3113	ERR3199532_1_kneaddata_paired.out	 55.97	18000997
HUMAN_REPS-3113	ERR3199533_1_kneaddata_paired.out	 44.86	15805659
HUMAN_REPS-3113	ERR3199534_1_kneaddata_paired.out	 45.84	12196730
HUMAN_REPS-3113	ERR3199535_1_kneaddata_paired.out	 49.01	13142440
HUMAN_REPS-3113	ERR3199536_1_kneaddata_paired.out	 46.16	15030900
HUMAN_REPS-3113	ERR3199537_1_kneaddata_paired.out	 43.97	9003821
HUMAN_REPS-3113	ERR3199538_1_kneaddata_paired.out	 50.04	14834036
HUMAN_REPS-3113	ERR3199539_1_kneaddata_paired.out	 50.23	17433986
HUMAN_REPS-3113	ERR3199540_1_kneaddata_paired.out	 57.26	19149800
HUMAN_REPS-3113	ERR3199541_1_kneaddata_paired.out	 46.03	14178977
HUMAN_REPS-3113	ERR3199542_1_kneaddata_paired.out	 46.80	16555575
HUMAN_REPS-3113	ERR3199543_1_kneaddata_paired.out	 54.06	15854777
HUMAN_REPS-3113	ERR3199544_1_kneaddata_paired.out	 40.49	13929259
HUMAN_REPS-3113	ERR3199545_1_kneaddata_paired.out	 45.86	15337551
HUMAN_REPS-3113	ERR3199546_1_kneaddata_paired.out	 56.83	18856736
HUMAN_REPS-3113	ERR3199547_1_kneaddata_paired.out	 50.03	16328130
HUMAN_REPS-3113	ERR3199548_1_kneaddata_paired.out	 47.70	15322866
HUMAN_REPS-3113	ERR3199549_1_kneaddata_paired.out	 45.32	14021618
HUMAN_REPS-3113	ERR3199550_1_kneaddata_paired.out	 43.12	13433692
HUMAN_REPS-3113	ERR3199551_1_kneaddata_paired.out	 42.17	14522196
HUMAN_REPS-3113	ERR3199552_1_kneaddata_paired.out	 53.14	16567637
HUMAN_REPS-3113	ERR3199553_1_kneaddata_paired.out	 40.69	13015140
HUMAN_REPS-3113	ERR3199554_1_kneaddata_paired.out	 45.79	14148506
HUMAN_REPS-3113	ERR3199555_1_kneaddata_paired.out	 51.53	8298671
HUMAN_REPS-3113	ERR3199556_1_kneaddata_paired.out	 30.24	10427801
HUMAN_REPS-3113	ERR3199557_1_kneaddata_paired.out	 48.31	14783512
HUMAN_REPS-3113	ERR3199558_1_kneaddata_paired.out	 60.43	16834315
HUMAN_REPS-3113	ERR3199559_1_kneaddata_paired.out	 45.29	13996288
HUMAN_REPS-3113	ERR3199560_1_kneaddata_paired.out	 44.03	13633402
HUMAN_REPS-3113	ERR3199561_1_kneaddata_paired.out	 45.72	13681927
HUMAN_REPS-3113	ERR3199562_1_kneaddata_paired.out	 46.84	14982991
HUMAN_REPS-3113	ERR3199563_1_kneaddata_paired.out	 44.26	13731295
HUMAN_REPS-3113	ERR3199564_1_kneaddata_paired.out	 45.48	13412224
HUMAN_REPS-3113	ERR3199565_1_kneaddata_paired.out	 52.07	16378380
HUMAN_REPS-3113	ERR3199566_1_kneaddata_paired.out	 58.94	19386747
HUMAN_REPS-3113	ERR3199567_1_kneaddata_paired.out	 45.88	15433490
HUMAN_REPS-3113	ERR3199568_1_kneaddata_paired.out	 50.09	15917272
HUMAN_REPS-3113	ERR3199569_1_kneaddata_paired.out	 46.45	15307938
HUMAN_REPS-3113	ERR3199570_1_kneaddata_paired.out	 46.76	15286295
HUMAN_REPS-3113	ERR3199571_1_kneaddata_paired.out	 53.38	17329095
HUMAN_REPS-3113	ERR3199572_1_kneaddata_paired.out	 42.10	13453359
HUMAN_REPS-3113	ERR3199573_1_kneaddata_paired.out	 50.35	15200999
HUMAN_REPS-3113	ERR3199574_1_kneaddata_paired.out	 47.56	13132225
HUMAN_REPS-3113	ERR3199575_1_kneaddata_paired.out	 52.68	15939343
HUMAN_REPS-3113	ERR3199576_1_kneaddata_paired.out	 43.85	13538230
HUMAN_REPS-3113	ERR3199577_1_kneaddata_paired.out	 43.44	14526352
HUMAN_REPS-3113	ERR3199578_1_kneaddata_paired.out	 46.51	14735616
HUMAN_REPS-3113	ERR3199579_1_kneaddata_paired.out	 48.90	14611881
HUMAN_REPS-3113	ERR3199580_1_kneaddata_paired.out	 48.09	15768631
HUMAN_REPS-3113	ERR3199581_1_kneaddata_paired.out	 57.88	18072373
HUMAN_REPS-3113	ERR3199582_1_kneaddata_paired.out	 54.13	17532252
HUMAN_REPS-3113	ERR3199583_1_kneaddata_paired.out	 51.95	16549830
HUMAN_REPS-3113	ERR3199584_1_kneaddata_paired.out	 52.29	15907313
HUMAN_REPS-3113	ERR3199585_1_kneaddata_paired.out	 42.01	14566439
HUMAN_REPS-3113	ERR3199586_1_kneaddata_paired.out	 48.29	16119052
HUMAN_REPS-3113	ERR3199587_1_kneaddata_paired.out	 45.88	15667286
HUMAN_REPS-3113	ERR3199588_1_kneaddata_paired.out	 43.46	14745762
HUMAN_REPS-3113	ERR3199589_1_kneaddata_paired.out	 58.05	20129780
HUMAN_REPS-3113	ERR3199590_1_kneaddata_paired.out	 49.72	16032160
HUMAN_REPS-3113	ERR3199591_1_kneaddata_paired.out	 49.73	17506683
HUMAN_REPS-3113	ERR3199592_1_kneaddata_paired.out	 42.69	13670018
HUMAN_REPS-3113	ERR3199593_1_kneaddata_paired.out	 49.12	15319857
HUMAN_REPS-3113	ERR3199594_1_kneaddata_paired.out	 39.43	12654137
HUMAN_REPS-3113	ERR3199595_1_kneaddata_paired.out	 48.04	15661281
HUMAN_REPS-3113	ERR3199596_1_kneaddata_paired.out	 43.97	13949246
HUMAN_REPS-3113	ERR3199597_1_kneaddata_paired.out	 56.66	20389831
HUMAN_REPS-3113	ERR3199598_1_kneaddata_paired.out	 59.11	20230004
HUMAN_REPS-3113	ERR3199599_1_kneaddata_paired.out	 57.32	18102537
HUMAN_REPS-3113	ERR3199600_1_kneaddata_paired.out	 48.99	14034684
HUMAN_REPS-3113	ERR3199601_1_kneaddata_paired.out	 60.31	14783118
HUMAN_REPS-3113	ERR3199602_1_kneaddata_paired.out	 49.09	15277903
HUMAN_REPS-3113	ERR3199603_1_kneaddata_paired.out	 45.07	14685822
HUMAN_REPS-3113	ERR3199604_1_kneaddata_paired.out	 49.78	17398917
HUMAN_REPS-3113	ERR3199605_1_kneaddata_paired.out	 51.76	16361472
HUMAN_REPS-3113	ERR3199606_1_kneaddata_paired.out	 54.02	17963358
HUMAN_REPS-3113	ERR3199607_1_kneaddata_paired.out	 45.48	15360539
HUMAN_REPS-3113	ERR3199608_1_kneaddata_paired.out	 51.49	16502077
HUMAN_REPS-3113	ERR3199609_1_kneaddata_paired.out	 60.37	17636302
HUMAN_REPS-3113	ERR3199610_1_kneaddata_paired.out	 49.21	16925620
HUMAN_REPS-3113	ERR3199611_1_kneaddata_paired.out	 51.24	16059793
HUMAN_REPS-3113	ERR3199612_1_kneaddata_paired.out	 43.66	15057098
HUMAN_REPS-3113	ERR3199613_1_kneaddata_paired.out	 47.46	14853355
HUMAN_REPS-3113	ERR3199614_1_kneaddata_paired.out	 45.80	15341171
HUMAN_REPS-3113	ERR3199615_1_kneaddata_paired.out	 48.21	15491623
HUMAN_REPS-3113	ERR3199616_1_kneaddata_paired.out	 46.78	16140315
HUMAN_REPS-3113	ERR3199617_1_kneaddata_paired.out	 54.36	15613033
HUMAN_REPS-3113	ERR3199618_1_kneaddata_paired.out	 46.19	14101384
HUMAN_REPS-3113	ERR3199619_1_kneaddata_paired.out	 45.39	15214934
HUMAN_REPS-3113	ERR3199620_1_kneaddata_paired.out	 54.29	16026222
HUMAN_REPS-3113	ERR3199621_1_kneaddata_paired.out	 50.21	17893505
HUMAN_REPS-3113	ERR3199622_1_kneaddata_paired.out	 46.43	15397918
HUMAN_REPS-3113	ERR3199623_1_kneaddata_paired.out	 51.75	17420685
HUMAN_REPS-3113	ERR3199624_1_kneaddata_paired.out	 50.05	14499997
HUMAN_REPS-3113	ERR3199625_1_kneaddata_paired.out	 53.67	15645863
